transaction_id,account_id,transaction_date,transaction_type,category,amount,payment_mode,merchant_category,transaction_status,transaction_year,transaction_month,transaction_month_name
T020241,A04367,2025-04-14,Credit,Travel,15799.92,ATM,Online,Success,2025,4,April
T020242,A00968,2025-08-14,Credit,Bills,26201.04,Credit Card,Travel,Success,2025,8,August
T020243,A03613,2025-10-17,Debit,Healthcare,33632.65,Net Banking,Retail,Failed,2025,10,October
T020244,A02397,2026-08-16,Credit,Education,24481.07,Net Banking,Retail,Success,2026,8,August
T020245,A01201,2024-12-26,Debit,Healthcare,29340.81,Credit Card,Grocery,Success,2024,12,December
T020246,A02592,2025-02-13,Credit,Groceries,52215.38,ATM,Other,Success,2025,2,February
T020247,A04190,2025-01-22,Credit,Shopping,10540.29,ATM,Healthcare,Success,2025,1,January
T020248,A03630,2024-10-18,Debit,Education,51443.94,ATM,Restaurant,Success,2024,10,October
T020249,A03609,2026-05-22,Credit,Groceries,76636.45,Debit Card,Travel,Success,2026,5,May
T020250,A01761,2025-11-28,Debit,Utilities,95635.19,Debit Card,Travel,Success,2025,11,November
T020251,A03779,2025-01-14,Debit,Groceries,5701.36,Credit Card,Fuel,Success,2025,1,January
T020252,A04138,2025-08-21,Debit,Bills,80557.61,Debit Card,Retail,Success,2025,8,August
T020253,A04301,2025-04-29,Credit,Bills,78410.51,UPI,Travel,Success,2025,4,April
T020254,A04024,2025-11-23,Credit,Entertainment,1301.01,Debit Card,Healthcare,Success,2025,11,November
T020255,A02474,2024-11-22,Debit,Bills,7202.8,Debit Card,Other,Failed,2024,11,November
T020256,A04806,2024-09-14,Debit,Bills,8494.17,UPI,Healthcare,Success,2024,9,September
T020257,A03277,2025-10-24,Debit,Shopping,16622.26,ATM,Utility,Success,2025,10,October
T020258,A01797,2026-09-11,Debit,Shopping,94898.92,ATM,Online,Success,2026,9,September
T020259,A03576,2025-09-03,Credit,Travel,16396.07,ATM,Healthcare,Success,2025,9,September
T020260,A03387,2025-06-02,Debit,Healthcare,24879.69,Net Banking,Restaurant,Success,2025,6,June
T020261,A00111,2025-01-15,Debit,Bills,1033.35,Net Banking,Healthcare,Success,2025,1,January
T020262,A02043,2025-09-29,Debit,Entertainment,13918.58,Net Banking,Restaurant,Success,2025,9,September
T020263,A02962,2026-05-16,Debit,Healthcare,38494.13,Credit Card,Education,Success,2026,5,May
T020264,A02166,2025-07-02,Credit,Entertainment,26835.78,Net Banking,Online,Success,2025,7,July
T020265,A00024,2025-12-22,Credit,Entertainment,43215.4,ATM,Education,Success,2025,12,December
T020266,A04833,2026-01-08,Credit,Other,39086.11,ATM,Utility,Success,2026,1,January
T020267,A02566,2025-05-07,Debit,Bills,59190.38,Credit Card,Grocery,Success,2025,5,May
T020268,A03842,2026-06-20,Credit,Groceries,67424.94,Credit Card,Retail,Success,2026,6,June
T020269,A03769,2026-06-20,Debit,Shopping,83634.03,ATM,Retail,Pending,2026,6,June
T020270,A04316,2026-02-05,Credit,Utilities,5735.47,Debit Card,Fuel,Success,2026,2,February
T020271,A04969,2026-03-22,Credit,Entertainment,8714.44,Debit Card,Travel,Success,2026,3,March
T020272,A01767,2025-02-12,Credit,Bills,85108.05,ATM,Retail,Success,2025,2,February
T020273,A01872,2025-11-22,Credit,Bills,94240.69,ATM,Utility,Success,2025,11,November
T020274,A00662,2025-04-21,Debit,Utilities,32045.04,Credit Card,Grocery,Success,2025,4,April
T020275,A02436,2026-03-30,Credit,Entertainment,98249.75,Debit Card,Education,Success,2026,3,March
T020276,A00220,2025-02-23,Credit,Food,25162.27,UPI,Utility,Success,2025,2,February
T020277,A01568,2026-07-10,Debit,Education,64253.14,ATM,Utility,Failed,2026,7,July
T020278,A00345,2024-10-23,Credit,Groceries,72855.4,Debit Card,Fuel,Success,2024,10,October
T020279,A02098,2026-01-09,Credit,Food,20418.17,ATM,Fuel,Success,2026,1,January
T020280,A02550,2025-12-04,Credit,Healthcare,19114.56,ATM,Travel,Success,2025,12,December
T020281,A02317,2026-06-28,Credit,Food,81298.33,UPI,Online,Success,2026,6,June
T020282,A02114,2026-03-01,Credit,Groceries,69926.33,ATM,Restaurant,Success,2026,3,March
T020283,A03579,2025-09-30,Debit,Food,77781.33,UPI,Restaurant,Success,2025,9,September
T020284,A03996,2024-10-02,Credit,Education,96000.59,Net Banking,Restaurant,Success,2024,10,October
T020285,A02133,2026-08-22,Credit,Utilities,61002.22,Credit Card,Grocery,Success,2026,8,August
T020286,A01104,2025-09-06,Credit,Utilities,82805.02,Net Banking,Online,Success,2025,9,September
T020287,A02501,2025-11-17,Debit,Education,21469.89,Debit Card,Travel,Success,2025,11,November
T020288,A00291,2025-12-05,Debit,Groceries,47762.92,Debit Card,Online,Success,2025,12,December
T020289,A01694,2024-10-19,Credit,Travel,7550.41,Debit Card,Travel,Success,2024,10,October
T020290,A02663,2026-06-19,Debit,Entertainment,56999.9,Debit Card,Education,Success,2026,6,June
T020291,A00846,2026-05-26,Credit,Shopping,98984.44,Net Banking,Online,Success,2026,5,May
T020292,A04094,2026-02-26,Debit,Utilities,26152.73,Net Banking,Fuel,Success,2026,2,February
T020293,A02477,2026-04-09,Credit,Shopping,75185.02,UPI,Restaurant,Success,2026,4,April
T020294,A02890,2025-04-24,Debit,Shopping,27609.61,Net Banking,Education,Success,2025,4,April
T020295,A01439,2025-04-21,Credit,Travel,7480.71,Debit Card,Online,Failed,2025,4,April
T020296,A02063,2025-08-03,Debit,Travel,74657.81,Debit Card,Other,Success,2025,8,August
T020297,A00776,2025-02-22,Credit,Utilities,87646.22,Net Banking,Education,Success,2025,2,February
T020298,A04124,2026-08-29,Debit,Food,7035.83,Debit Card,Retail,Success,2026,8,August
T020299,A02874,2026-01-28,Credit,Groceries,72133.97,Credit Card,Utility,Success,2026,1,January
T020300,A04985,2026-04-13,Debit,Other,44730.97,Debit Card,Grocery,Success,2026,4,April
T020301,A02432,2026-08-17,Credit,Education,67147.33,ATM,Education,Success,2026,8,August
T020302,A00090,2026-09-09,Debit,Bills,63438.76,ATM,Fuel,Success,2026,9,September
T020303,A02464,2025-10-30,Debit,Other,2489.9,Debit Card,Online,Success,2025,10,October
T020304,A04397,2025-07-04,Debit,Healthcare,7183.97,UPI,Other,Success,2025,7,July
T020305,A01846,2024-11-11,Credit,Groceries,18428.46,ATM,Other,Success,2024,11,November
T020306,A04064,2025-11-19,Credit,Other,52658.63,Net Banking,Healthcare,Success,2025,11,November
T020307,A03240,2025-10-08,Debit,Healthcare,83412.53,Debit Card,Education,Success,2025,10,October
T020308,A03701,2026-07-13,Credit,Travel,12188.37,Net Banking,Utility,Success,2026,7,July
T020309,A04970,2026-09-13,Credit,Entertainment,90917.14,Net Banking,Other,Success,2026,9,September
T020310,A04276,2025-03-16,Credit,Healthcare,1558.18,Net Banking,Retail,Success,2025,3,March
T020311,A01935,2026-08-08,Debit,Utilities,27968.12,UPI,Other,Success,2026,8,August
T020312,A00187,2025-10-17,Debit,Entertainment,35926.87,Net Banking,Restaurant,Success,2025,10,October
T020313,A04134,2025-12-15,Debit,Other,81416.11,Credit Card,Fuel,Success,2025,12,December
T020314,A00030,2026-04-06,Debit,Other,3470.03,UPI,Travel,Success,2026,4,April
T020315,A04804,2025-08-01,Debit,Utilities,65587.66,ATM,Education,Success,2025,8,August
T020316,A00482,2025-01-31,Credit,Food,96317.48,Debit Card,Utility,Success,2025,1,January
T020317,A00831,2025-06-21,Debit,Groceries,26660.55,UPI,Online,Success,2025,6,June
T020318,A01615,2024-12-25,Credit,Healthcare,92048.85,ATM,Travel,Success,2024,12,December
T020319,A00181,2024-11-12,Credit,Travel,12034.47,ATM,Restaurant,Pending,2024,11,November
T020320,A01160,2026-08-25,Debit,Utilities,33889.09,Credit Card,Fuel,Success,2026,8,August
T020321,A01898,2024-12-06,Credit,Entertainment,55329.6,ATM,Grocery,Success,2024,12,December
T020322,A01056,2025-01-07,Debit,Other,5508.2,Net Banking,Other,Success,2025,1,January
T020323,A01462,2026-04-25,Credit,Other,12224.58,Net Banking,Retail,Success,2026,4,April
T020324,A02799,2024-12-30,Credit,Groceries,13700.08,Debit Card,Retail,Success,2024,12,December
T020325,A02801,2026-01-11,Debit,Groceries,46208.01,Net Banking,Fuel,Success,2026,1,January
T020326,A03376,2025-01-06,Debit,Bills,80849.17,Credit Card,Online,Success,2025,1,January
T020327,A00438,2026-01-18,Debit,Other,63448.93,ATM,Other,Failed,2026,1,January
T020328,A04649,2024-11-28,Credit,Travel,73948.95,Credit Card,Grocery,Success,2024,11,November
T020329,A00629,2026-04-17,Debit,Shopping,34211.19,Credit Card,Grocery,Success,2026,4,April
T020330,A00670,2026-05-29,Credit,Utilities,41099.2,Debit Card,Online,Pending,2026,5,May
T020331,A02068,2025-10-27,Debit,Bills,41198.8,Net Banking,Online,Success,2025,10,October
T020332,A01513,2026-04-02,Debit,Groceries,62721.22,Debit Card,Fuel,Success,2026,4,April
T020333,A00850,2025-12-12,Debit,Entertainment,15349.53,Credit Card,Education,Failed,2025,12,December
T020334,A04751,2025-06-06,Debit,Education,61268.8,ATM,Utility,Success,2025,6,June
T020335,A02053,2025-08-27,Credit,Utilities,26066.29,Net Banking,Travel,Failed,2025,8,August
T020336,A00982,2026-07-08,Debit,Education,72945.18,UPI,Fuel,Success,2026,7,July
T020337,A04626,2025-05-03,Debit,Education,76932.95,Credit Card,Other,Success,2025,5,May
T020338,A01914,2026-06-20,Credit,Education,19884.05,UPI,Utility,Success,2026,6,June
T020339,A00496,2024-12-23,Debit,Bills,56092.97,Net Banking,Online,Success,2024,12,December
T020340,A03319,2025-04-30,Credit,Shopping,170.02,Credit Card,Other,Success,2025,4,April
T020341,A02332,2026-08-17,Debit,Shopping,93228.81,Net Banking,Other,Success,2026,8,August
T020342,A00736,2025-01-03,Debit,Food,57388.94,Credit Card,Utility,Success,2025,1,January
T020343,A03588,2026-03-23,Credit,Travel,6361.07,Debit Card,Travel,Success,2026,3,March
T020344,A01867,2026-07-12,Credit,Entertainment,33141.32,ATM,Travel,Success,2026,7,July
T020345,A03875,2025-10-09,Credit,Travel,18696.62,Debit Card,Education,Success,2025,10,October
T020346,A04260,2026-04-29,Credit,Travel,8519.64,Credit Card,Utility,Success,2026,4,April
T020347,A02001,2026-07-28,Credit,Entertainment,82727.08,ATM,Grocery,Success,2026,7,July
T020348,A00778,2025-07-25,Debit,Other,83211.98,Net Banking,Fuel,Failed,2025,7,July
T020349,A02077,2026-07-18,Debit,Groceries,3809.82,Net Banking,Travel,Success,2026,7,July
T020350,A01243,2026-08-13,Debit,Bills,67788.22,UPI,Fuel,Success,2026,8,August
T020351,A02657,2026-05-19,Debit,Other,42873.97,UPI,Online,Pending,2026,5,May
T020352,A04319,2025-10-03,Credit,Shopping,56209.44,Debit Card,Utility,Success,2025,10,October
T020353,A02430,2025-11-25,Credit,Education,92624.95,ATM,Fuel,Success,2025,11,November
T020354,A00574,2026-04-19,Credit,Education,65922.43,UPI,Healthcare,Success,2026,4,April
T020355,A03937,2025-10-15,Debit,Entertainment,76320.38,Debit Card,Other,Success,2025,10,October
T020356,A01899,2026-04-17,Debit,Travel,22749.97,ATM,Online,Success,2026,4,April
T020357,A04064,2024-12-06,Debit,Bills,88925.28,Debit Card,Fuel,Success,2024,12,December
T020358,A03587,2025-02-23,Credit,Groceries,90216.51,UPI,Grocery,Success,2025,2,February
T020359,A00075,2025-01-13,Credit,Entertainment,4127.13,UPI,Travel,Success,2025,1,January
T020360,A02812,2025-12-08,Debit,Bills,10671.14,Debit Card,Healthcare,Success,2025,12,December
T020361,A02283,2025-03-12,Credit,Entertainment,80101.06,Credit Card,Healthcare,Success,2025,3,March
T020362,A04968,2026-03-09,Debit,Other,89000.9,UPI,Restaurant,Pending,2026,3,March
T020363,A00871,2025-02-05,Credit,Other,18878.67,Net Banking,Utility,Success,2025,2,February
T020364,A01906,2026-09-04,Debit,Bills,74509.5,Net Banking,Travel,Success,2026,9,September
T020365,A03358,2025-04-03,Credit,Healthcare,48534.73,Net Banking,Healthcare,Failed,2025,4,April
T020366,A02434,2024-11-16,Debit,Education,16309.08,Net Banking,Online,Success,2024,11,November
T020367,A01860,2026-04-19,Debit,Other,6837.14,ATM,Fuel,Pending,2026,4,April
T020368,A02614,2026-04-05,Credit,Bills,91902.01,Debit Card,Other,Success,2026,4,April
T020369,A03430,2024-12-01,Debit,Groceries,98949.72,Net Banking,Restaurant,Success,2024,12,December
T020370,A03288,2025-11-04,Debit,Groceries,65426.28,ATM,Education,Success,2025,11,November
T020371,A00538,2025-04-30,Debit,Travel,32885.31,ATM,Other,Success,2025,4,April
T020372,A02439,2025-09-09,Debit,Education,81600.17,ATM,Other,Success,2025,9,September
T020373,A00904,2026-04-17,Debit,Utilities,56865.59,Debit Card,Other,Success,2026,4,April
T020374,A02242,2025-07-01,Debit,Entertainment,53690.5,Debit Card,Fuel,Success,2025,7,July
T020375,A02308,2026-03-30,Debit,Entertainment,73604.56,UPI,Utility,Success,2026,3,March
T020376,A02175,2025-07-20,Credit,Entertainment,20247.22,ATM,Travel,Success,2025,7,July
T020377,A03613,2025-12-07,Credit,Utilities,27383.68,Credit Card,Grocery,Success,2025,12,December
T020378,A00529,2025-07-21,Credit,Other,47374.6,ATM,Education,Success,2025,7,July
T020379,A02775,2025-12-23,Credit,Bills,35527.52,Credit Card,Travel,Failed,2025,12,December
T020380,A03112,2024-09-23,Debit,Shopping,12421.31,Debit Card,Fuel,Success,2024,9,September
T020381,A00594,2026-09-10,Credit,Shopping,16497.67,UPI,Travel,Success,2026,9,September
T020382,A03156,2024-11-10,Credit,Bills,43149.43,UPI,Healthcare,Success,2024,11,November
T020383,A03441,2025-12-06,Debit,Food,82693.99,Debit Card,Other,Success,2025,12,December
T020384,A01974,2026-01-21,Credit,Entertainment,11617.28,Net Banking,Travel,Success,2026,1,January
T020385,A01556,2025-04-09,Credit,Groceries,96762.44,Credit Card,Retail,Success,2025,4,April
T020386,A04125,2026-05-06,Credit,Bills,19074.06,Net Banking,Other,Success,2026,5,May
T020387,A01495,2024-11-19,Credit,Bills,50329.75,ATM,Education,Success,2024,11,November
T020388,A00886,2025-07-01,Debit,Entertainment,51709.22,UPI,Online,Success,2025,7,July
T020389,A00068,2026-01-08,Credit,Food,54354.76,Net Banking,Online,Success,2026,1,January
T020390,A04215,2026-09-05,Debit,Utilities,21865.88,UPI,Retail,Success,2026,9,September
T020391,A01682,2026-07-11,Credit,Shopping,20185.2,Credit Card,Fuel,Success,2026,7,July
T020392,A01403,2026-06-11,Debit,Food,55644.85,Net Banking,Other,Success,2026,6,June
T020393,A01760,2024-11-03,Credit,Shopping,2177.28,UPI,Education,Success,2024,11,November
T020394,A02679,2026-08-04,Credit,Shopping,57764.99,Net Banking,Retail,Success,2026,8,August
T020395,A03432,2025-10-21,Credit,Education,8857.7,Credit Card,Education,Success,2025,10,October
T020396,A00273,2025-09-15,Debit,Groceries,38385.82,Debit Card,Restaurant,Success,2025,9,September
T020397,A00720,2025-09-10,Debit,Groceries,62597.62,UPI,Utility,Success,2025,9,September
T020398,A02590,2025-12-11,Debit,Utilities,90444.79,UPI,Healthcare,Success,2025,12,December
T020399,A00722,2025-09-27,Credit,Shopping,53282.4,Credit Card,Education,Success,2025,9,September
T020400,A01279,2025-03-09,Debit,Entertainment,78562.02,Net Banking,Online,Pending,2025,3,March
T020401,A00803,2026-04-26,Debit,Education,75465.32,Credit Card,Education,Failed,2026,4,April
T020402,A04817,2026-07-19,Credit,Entertainment,7090.84,ATM,Healthcare,Success,2026,7,July
T020403,A00061,2026-04-12,Debit,Bills,90246.51,Debit Card,Fuel,Success,2026,4,April
T020404,A04366,2026-01-24,Credit,Food,86674.34,Debit Card,Online,Success,2026,1,January
T020405,A04961,2026-04-05,Debit,Shopping,51072.07,UPI,Other,Success,2026,4,April
T020406,A04259,2025-08-04,Debit,Healthcare,93215.57,UPI,Restaurant,Success,2025,8,August
T020407,A01165,2025-01-07,Debit,Food,21147.47,ATM,Education,Success,2025,1,January
T020408,A00111,2025-08-21,Debit,Food,70977.34,Net Banking,Utility,Success,2025,8,August
T020409,A00142,2026-08-02,Credit,Shopping,39950.66,UPI,Utility,Pending,2026,8,August
T020410,A00142,2025-01-29,Credit,Shopping,80900.15,ATM,Travel,Success,2025,1,January
T020411,A00270,2026-08-06,Debit,Entertainment,46284.66,Credit Card,Utility,Success,2026,8,August
T020412,A02675,2025-02-27,Credit,Groceries,53471.19,Debit Card,Retail,Success,2025,2,February
T020413,A03963,2025-07-18,Debit,Education,95269.75,Net Banking,Utility,Success,2025,7,July
T020414,A00251,2024-12-06,Debit,Shopping,79380.51,ATM,Travel,Success,2024,12,December
T020415,A03011,2025-12-05,Debit,Utilities,33141.29,UPI,Retail,Success,2025,12,December
T020416,A03408,2025-06-09,Debit,Utilities,41382.21,UPI,Restaurant,Success,2025,6,June
T020417,A04950,2025-02-23,Credit,Other,2277.05,Debit Card,Grocery,Success,2025,2,February
T020418,A03030,2024-10-13,Debit,Food,29119.75,Credit Card,Restaurant,Failed,2024,10,October
T020419,A04113,2026-09-12,Credit,Healthcare,6263.8,ATM,Online,Success,2026,9,September
T020420,A01729,2025-09-14,Credit,Bills,26869.43,ATM,Grocery,Success,2025,9,September
T020421,A01958,2026-05-17,Credit,Other,82591.04,Debit Card,Online,Success,2026,5,May
T020422,A03231,2026-02-24,Debit,Bills,54786.26,UPI,Other,Success,2026,2,February
T020423,A03084,2026-03-20,Credit,Education,10131.11,Debit Card,Online,Success,2026,3,March
T020424,A03721,2025-04-25,Debit,Other,52671.54,ATM,Utility,Success,2025,4,April
T020425,A01552,2025-06-01,Credit,Groceries,20648.5,Debit Card,Other,Success,2025,6,June
T020426,A00111,2026-01-25,Debit,Bills,30419.79,UPI,Other,Success,2026,1,January
T020427,A01071,2025-06-06,Credit,Shopping,89830.7,Credit Card,Other,Success,2025,6,June
T020428,A04856,2025-05-09,Credit,Shopping,23559.89,ATM,Retail,Success,2025,5,May
T020429,A01937,2026-01-05,Debit,Travel,35815.08,Net Banking,Education,Success,2026,1,January
T020430,A00521,2026-03-14,Credit,Other,71281.0,Net Banking,Restaurant,Success,2026,3,March
T020431,A04326,2026-04-06,Debit,Education,34459.08,ATM,Fuel,Success,2026,4,April
T020432,A01807,2026-08-01,Credit,Healthcare,40152.33,Debit Card,Fuel,Success,2026,8,August
T020433,A01926,2026-03-17,Credit,Groceries,38504.91,Debit Card,Utility,Success,2026,3,March
T020434,A02134,2026-01-06,Credit,Education,61677.23,UPI,Education,Success,2026,1,January
T020435,A04095,2024-11-26,Credit,Other,31414.87,Net Banking,Utility,Success,2024,11,November
T020436,A01174,2026-09-01,Debit,Healthcare,22994.02,Credit Card,Education,Failed,2026,9,September
T020437,A04770,2026-06-30,Debit,Travel,10596.81,Debit Card,Fuel,Success,2026,6,June
T020438,A02401,2025-12-30,Debit,Entertainment,18229.27,Debit Card,Utility,Success,2025,12,December
T020439,A03595,2025-06-08,Debit,Other,4394.29,ATM,Restaurant,Success,2025,6,June
T020440,A00039,2025-12-13,Debit,Travel,35909.14,Net Banking,Other,Success,2025,12,December
T020441,A00047,2026-04-27,Debit,Utilities,80763.25,ATM,Education,Success,2026,4,April
T020442,A01145,2026-05-17,Credit,Bills,71794.18,Credit Card,Restaurant,Success,2026,5,May
T020443,A03546,2025-08-09,Debit,Bills,84413.68,UPI,Education,Success,2025,8,August
T020444,A03274,2025-06-04,Debit,Food,20504.93,Debit Card,Healthcare,Success,2025,6,June
T020445,A00196,2025-08-07,Credit,Shopping,55249.47,UPI,Fuel,Success,2025,8,August
T020446,A02228,2025-10-03,Debit,Entertainment,29027.52,Credit Card,Retail,Success,2025,10,October
T020447,A02312,2025-01-02,Debit,Food,24383.47,Debit Card,Education,Success,2025,1,January
T020448,A00408,2026-01-22,Debit,Healthcare,92229.34,Net Banking,Fuel,Success,2026,1,January
T020449,A03983,2025-03-19,Credit,Utilities,80223.7,UPI,Other,Failed,2025,3,March
T020450,A01636,2025-03-25,Debit,Utilities,88699.95,Debit Card,Grocery,Success,2025,3,March
T020451,A03204,2025-02-10,Debit,Utilities,86910.43,ATM,Grocery,Success,2025,2,February
T020452,A01673,2026-02-26,Credit,Other,1647.32,Credit Card,Travel,Failed,2026,2,February
T020453,A02983,2026-05-03,Credit,Food,25314.14,Debit Card,Utility,Success,2026,5,May
T020454,A04122,2025-12-10,Credit,Shopping,58507.19,Debit Card,Travel,Pending,2025,12,December
T020455,A03283,2024-10-02,Debit,Food,10898.16,UPI,Utility,Success,2024,10,October
T020456,A01764,2025-07-25,Credit,Other,54820.42,ATM,Restaurant,Success,2025,7,July
T020457,A00492,2025-06-06,Credit,Other,52769.48,Credit Card,Restaurant,Success,2025,6,June
T020458,A04069,2025-03-30,Credit,Groceries,64498.35,Debit Card,Utility,Success,2025,3,March
T020459,A00769,2025-08-07,Debit,Other,74737.98,Net Banking,Fuel,Success,2025,8,August
T020460,A02085,2025-11-13,Debit,Education,23481.07,ATM,Healthcare,Success,2025,11,November
T020461,A01745,2024-10-31,Debit,Food,17962.41,UPI,Healthcare,Success,2024,10,October
T020462,A03477,2026-07-25,Credit,Other,21438.87,Credit Card,Other,Success,2026,7,July
T020463,A03300,2024-10-30,Credit,Bills,57859.65,ATM,Fuel,Success,2024,10,October
T020464,A03289,2026-04-27,Credit,Entertainment,25404.07,Debit Card,Online,Success,2026,4,April
T020465,A00757,2026-02-12,Credit,Food,72893.11,Net Banking,Utility,Success,2026,2,February
T020466,A01219,2026-04-14,Credit,Bills,10090.51,Credit Card,Travel,Failed,2026,4,April
T020467,A03351,2024-10-14,Debit,Food,12839.21,Debit Card,Healthcare,Success,2024,10,October
T020468,A01302,2024-11-14,Credit,Other,60850.19,Net Banking,Other,Failed,2024,11,November
T020469,A00481,2026-07-05,Debit,Healthcare,50048.24,Debit Card,Retail,Success,2026,7,July
T020470,A01800,2025-09-16,Credit,Entertainment,33868.26,Credit Card,Grocery,Success,2025,9,September
T020471,A02548,2026-05-31,Debit,Entertainment,53917.53,Credit Card,Restaurant,Failed,2026,5,May
T020472,A04142,2026-03-15,Debit,Food,66788.5,Debit Card,Utility,Success,2026,3,March
T020473,A02703,2025-05-24,Credit,Education,13188.75,UPI,Online,Failed,2025,5,May
T020474,A00255,2024-11-03,Debit,Food,84087.08,UPI,Healthcare,Success,2024,11,November
T020475,A03401,2026-06-06,Credit,Travel,80232.54,Net Banking,Retail,Success,2026,6,June
T020476,A03246,2024-11-16,Credit,Education,25307.22,Debit Card,Other,Success,2024,11,November
T020477,A04390,2024-11-20,Debit,Entertainment,64485.42,Debit Card,Restaurant,Failed,2024,11,November
T020478,A01902,2025-07-13,Credit,Groceries,62934.36,ATM,Restaurant,Success,2025,7,July
T020479,A00970,2026-01-29,Credit,Food,34630.85,Net Banking,Retail,Success,2026,1,January
T020480,A01727,2026-02-15,Debit,Shopping,31298.73,ATM,Other,Success,2026,2,February
T020481,A02604,2026-02-07,Credit,Groceries,40059.74,Debit Card,Fuel,Success,2026,2,February
T020482,A04887,2024-10-17,Credit,Travel,97961.05,ATM,Restaurant,Success,2024,10,October
T020483,A01960,2025-01-01,Credit,Bills,93493.72,ATM,Online,Success,2025,1,January
T020484,A03021,2025-05-13,Debit,Utilities,99964.8,Net Banking,Restaurant,Success,2025,5,May
T020485,A02952,2025-09-20,Credit,Shopping,92244.94,Net Banking,Healthcare,Success,2025,9,September
T020486,A01452,2025-12-12,Debit,Utilities,39784.79,Debit Card,Other,Success,2025,12,December
T020487,A02198,2026-07-12,Debit,Shopping,15023.42,Credit Card,Other,Success,2026,7,July
T020488,A03100,2025-04-18,Debit,Food,71257.23,ATM,Grocery,Success,2025,4,April
T020489,A02591,2025-03-04,Debit,Utilities,45710.84,Debit Card,Other,Success,2025,3,March
T020490,A00221,2024-11-13,Debit,Entertainment,62999.0,UPI,Retail,Success,2024,11,November
T020491,A04896,2025-07-20,Credit,Food,50180.64,UPI,Restaurant,Success,2025,7,July
T020492,A03543,2026-03-01,Credit,Bills,15407.55,Credit Card,Fuel,Success,2026,3,March
T020493,A04514,2025-04-16,Debit,Travel,19557.39,UPI,Travel,Failed,2025,4,April
T020494,A04990,2025-01-13,Credit,Groceries,53646.62,UPI,Restaurant,Success,2025,1,January
T020495,A03193,2025-08-13,Debit,Travel,97176.0,Net Banking,Fuel,Success,2025,8,August
T020496,A04615,2026-08-19,Debit,Other,50723.24,UPI,Travel,Success,2026,8,August
T020497,A02495,2026-04-12,Debit,Food,79617.04,ATM,Utility,Success,2026,4,April
T020498,A01175,2026-01-17,Debit,Other,5888.62,UPI,Travel,Success,2026,1,January
T020499,A02304,2025-03-19,Debit,Shopping,55426.62,ATM,Travel,Success,2025,3,March
T020500,A03713,2024-11-21,Credit,Utilities,91995.45,UPI,Education,Success,2024,11,November
T020501,A00410,2025-07-03,Credit,Shopping,46163.89,ATM,Fuel,Success,2025,7,July
T020502,A03230,2026-03-11,Credit,Healthcare,81002.66,Credit Card,Healthcare,Success,2026,3,March
T020503,A00831,2025-12-17,Credit,Other,47915.96,Debit Card,Grocery,Success,2025,12,December
T020504,A01110,2026-05-13,Debit,Groceries,57203.98,UPI,Other,Success,2026,5,May
T020505,A02871,2026-01-21,Credit,Shopping,75992.96,ATM,Fuel,Success,2026,1,January
T020506,A02213,2025-11-25,Debit,Entertainment,44951.58,ATM,Travel,Success,2025,11,November
T020507,A00178,2026-04-04,Credit,Bills,42950.96,UPI,Online,Success,2026,4,April
T020508,A03422,2026-06-27,Debit,Healthcare,51730.26,Net Banking,Restaurant,Success,2026,6,June
T020509,A02080,2025-05-27,Debit,Healthcare,25168.25,UPI,Other,Success,2025,5,May
T020510,A03820,2025-06-22,Credit,Other,26022.59,ATM,Education,Success,2025,6,June
T020511,A00829,2025-05-28,Debit,Other,16692.06,Debit Card,Utility,Success,2025,5,May
T020512,A02376,2024-10-06,Debit,Healthcare,24395.44,Credit Card,Education,Success,2024,10,October
T020513,A04657,2026-04-22,Debit,Entertainment,85745.35,Credit Card,Healthcare,Success,2026,4,April
T020514,A01740,2024-11-05,Credit,Shopping,3603.57,UPI,Fuel,Success,2024,11,November
T020515,A01286,2025-11-16,Credit,Utilities,66541.68,ATM,Other,Success,2025,11,November
T020516,A00540,2026-04-08,Credit,Utilities,17066.86,Debit Card,Travel,Success,2026,4,April
T020517,A01726,2025-08-20,Credit,Utilities,83377.03,ATM,Retail,Success,2025,8,August
T020518,A00763,2025-05-14,Debit,Utilities,23909.28,UPI,Restaurant,Success,2025,5,May
T020519,A02089,2026-06-06,Credit,Education,22285.03,UPI,Travel,Success,2026,6,June
T020520,A03247,2026-03-08,Credit,Other,25986.02,Credit Card,Grocery,Success,2026,3,March
T020521,A04266,2024-10-21,Credit,Education,82096.46,ATM,Fuel,Success,2024,10,October
T020522,A01607,2024-12-28,Debit,Groceries,27899.93,Debit Card,Education,Success,2024,12,December
T020523,A02010,2024-12-11,Debit,Travel,18242.45,UPI,Travel,Success,2024,12,December
T020524,A03599,2026-06-26,Credit,Bills,65958.65,UPI,Education,Success,2026,6,June
T020525,A04148,2026-04-03,Debit,Other,24806.15,Net Banking,Travel,Success,2026,4,April
T020526,A03350,2025-07-12,Debit,Bills,57162.22,Net Banking,Utility,Pending,2025,7,July
T020527,A04001,2024-10-19,Credit,Utilities,71285.15,ATM,Restaurant,Success,2024,10,October
T020528,A03739,2025-11-26,Debit,Utilities,37758.62,Net Banking,Retail,Failed,2025,11,November
T020529,A00394,2025-01-07,Debit,Entertainment,39078.11,UPI,Healthcare,Success,2025,1,January
T020530,A03807,2025-11-04,Debit,Healthcare,61502.64,Debit Card,Healthcare,Success,2025,11,November
T020531,A00030,2024-10-25,Debit,Bills,95154.0,ATM,Travel,Success,2024,10,October
