transaction_id,account_id,transaction_date,transaction_type,category,amount,payment_mode,merchant_category,transaction_status
T029346,A01922,2026-07-26,Debit,Groceries,17216.61,Debit Card,Education,Success
T029347,A04915,2026-05-15,Credit,Other,13192.7,Debit Card,Online,Success
T029348,A04540,2026-04-29,Debit,Entertainment,84806.31,UPI,Online,Failed
T029349,A01229,2025-10-27,Debit,Travel,37395.13,UPI,Travel,Failed
T029350,A02461,2025-04-18,Debit,Entertainment,55094.67,Net Banking,Education,Success
T029351,A02750,2025-02-23,Credit,Entertainment,2328.2,UPI,Online,Success
T029352,A02817,2024-11-03,Credit,Shopping,43774.37,Credit Card,Restaurant,Success
T029353,A00048,2025-12-04,Debit,Travel,79418.54,UPI,Fuel,Success
T029354,A04178,2026-07-30,Credit,Healthcare,66976.85,Debit Card,Fuel,Success
T029355,A01356,2024-12-13,Credit,Utilities,7773.5,Credit Card,Restaurant,Success
T029356,A02320,2024-11-19,Debit,Utilities,49585.0,Credit Card,Other,Success
T029357,A03369,2026-08-09,Credit,Utilities,26553.73,ATM,Grocery,Success
T029358,A03807,2025-12-25,Debit,Healthcare,37339.48,Debit Card,Other,Success
T029359,A04154,2025-12-03,Debit,Education,10122.96,Debit Card,Utility,Success
T029360,A02048,2025-12-08,Credit,Utilities,325.13,Net Banking,Online,Success
T029361,A01440,2026-08-15,Debit,Healthcare,23813.48,Credit Card,Fuel,Success
T029362,A01281,2026-06-23,Debit,Shopping,6008.53,UPI,Restaurant,Success
T029363,A04031,2025-09-08,Credit,Travel,53502.12,UPI,Healthcare,Success
T029364,A04158,2026-09-06,Debit,Groceries,45847.52,Debit Card,Grocery,Success
T029365,A01786,2025-01-27,Credit,Shopping,33422.74,Credit Card,Fuel,Success
T029366,A01016,2026-08-05,Credit,Education,5076.13,UPI,Travel,Success
T029367,A04350,2025-02-21,Credit,Food,34652.15,Credit Card,Other,Success
T029368,A00706,2025-11-28,Debit,Travel,12320.96,Credit Card,Utility,Success
T029369,A04621,2026-08-24,Debit,Utilities,23681.26,ATM,Retail,Success
T029370,A02240,2025-01-01,Debit,Utilities,74548.19,Credit Card,Grocery,Success
T029371,A00080,2024-11-03,Debit,Entertainment,99012.69,Net Banking,Fuel,Success
T029372,A00663,2025-07-17,Debit,Utilities,7467.29,Debit Card,Education,Success
T029373,A04275,2024-09-28,Credit,Entertainment,96541.18,Debit Card,Restaurant,Success
T029374,A02386,2025-05-24,Debit,Travel,37882.68,Net Banking,Retail,Success
T029375,A00740,2025-08-04,Credit,Other,90905.92,Debit Card,Fuel,Success
T029376,A01409,2026-06-04,Credit,Utilities,6176.4,UPI,Utility,Success
T029377,A03265,2025-08-05,Credit,Education,88122.31,UPI,Fuel,Success
T029378,A02123,2025-07-03,Debit,Entertainment,75983.64,Debit Card,Retail,Failed
T029379,A03292,2026-05-06,Credit,Healthcare,86032.65,UPI,Retail,Success
T029380,A03739,2025-07-11,Debit,Bills,52472.14,Credit Card,Utility,Failed
T029381,A01900,2026-06-25,Debit,Utilities,56259.54,Net Banking,Utility,Success
T029382,A00620,2026-04-01,Credit,Education,7591.07,Debit Card,Utility,Success
T029383,A04882,2026-07-15,Credit,Entertainment,69364.27,Net Banking,Education,Success
T029384,A04615,2026-06-22,Credit,Travel,53135.58,Debit Card,Online,Success
T029385,A03657,2025-12-11,Credit,Food,82481.72,Net Banking,Utility,Success
T029386,A04608,2024-11-13,Debit,Groceries,5835.06,Debit Card,Healthcare,Failed
T029387,A00582,2025-11-21,Debit,Utilities,6899.16,UPI,Utility,Success
T029388,A03128,2024-10-29,Credit,Other,84987.39,UPI,Retail,Success
T029389,A04967,2026-04-02,Credit,Shopping,61514.15,ATM,Restaurant,Success
T029390,A03751,2025-08-03,Credit,Healthcare,66955.03,Net Banking,Retail,Failed
T029391,A00333,2025-11-08,Credit,Education,98776.53,Credit Card,Online,Success
T029392,A02416,2025-02-18,Debit,Other,92109.33,Credit Card,Online,Success
T029393,A03147,2025-05-14,Debit,Shopping,9182.53,Debit Card,Other,Success
T029394,A03119,2025-01-15,Credit,Education,116.21,ATM,Retail,Success
T029395,A02687,2024-10-31,Credit,Bills,32882.72,UPI,Retail,Success
T029396,A04343,2024-11-28,Debit,Healthcare,66242.49,Debit Card,Restaurant,Success
T029397,A03592,2025-09-30,Debit,Groceries,47824.82,Net Banking,Retail,Success
T029398,A02460,2025-11-24,Credit,Entertainment,81510.77,Net Banking,Online,Success
T029399,A00899,2024-10-28,Debit,Other,93721.03,Debit Card,Grocery,Success
T029400,A01996,2026-03-28,Debit,Other,68236.98,Debit Card,Grocery,Success
T029401,A03134,2025-04-05,Debit,Bills,20132.25,Credit Card,Grocery,Success
T029402,A04508,2025-09-27,Credit,Entertainment,14536.88,Credit Card,Education,Success
T029403,A01573,2026-03-22,Credit,Other,27921.12,Credit Card,Healthcare,Success
T029404,A04049,2026-02-27,Credit,Utilities,22684.9,Credit Card,Restaurant,Success
T029405,A04895,2026-02-02,Credit,Groceries,49214.32,Debit Card,Grocery,Success
T029406,A01150,2026-02-03,Debit,Other,36388.25,ATM,Other,Success
T029407,A00867,2025-06-27,Credit,Groceries,76641.43,Credit Card,Healthcare,Success
T029408,A00265,2026-07-04,Debit,Education,42748.17,Credit Card,Restaurant,Success
T029409,A00118,2025-09-19,Credit,Other,18136.95,ATM,Other,Success
T029410,A04291,2026-09-06,Debit,Education,45539.25,ATM,Education,Success
T029411,A03522,2026-02-04,Credit,Education,66569.17,UPI,Education,Success
T029412,A01625,2025-04-24,Debit,Bills,76857.69,UPI,Travel,Success
T029413,A02505,2026-03-18,Debit,Shopping,85222.56,Debit Card,Other,Success
T029414,A02022,2025-01-07,Debit,Bills,26271.78,UPI,Fuel,Success
T029415,A03953,2025-04-04,Debit,Education,35404.88,UPI,Online,Success
T029416,A02404,2024-10-19,Credit,Entertainment,38247.37,Net Banking,Restaurant,Success
T029417,A02044,2026-01-14,Credit,Utilities,65616.66,UPI,Other,Success
T029418,A01954,2024-10-23,Credit,Travel,94184.3,Debit Card,Fuel,Success
T029419,A00467,2025-11-25,Debit,Shopping,32221.74,UPI,Restaurant,Success
T029420,A01772,2025-12-19,Debit,Education,62585.22,Net Banking,Education,Success
T029421,A03446,2025-11-07,Credit,Travel,91150.51,UPI,Retail,Success
T029422,A02116,2026-05-05,Debit,Education,76483.62,ATM,Other,Success
T029423,A01540,2026-08-20,Debit,Education,70903.7,UPI,Online,Success
T029424,A01719,2024-12-11,Debit,Entertainment,19346.86,Debit Card,Education,Success
T029425,A01845,2026-05-02,Credit,Healthcare,46488.48,Debit Card,Restaurant,Success
T029426,A00213,2026-08-07,Debit,Food,3955.33,Debit Card,Restaurant,Success
T029427,A00761,2025-04-28,Credit,Education,68729.9,Credit Card,Utility,Success
T029428,A01359,2024-12-24,Debit,Bills,32979.9,ATM,Other,Success
T029429,A03996,2025-03-08,Credit,Education,48925.01,Debit Card,Healthcare,Success
T029430,A01740,2025-09-06,Debit,Groceries,11306.12,Debit Card,Healthcare,Failed
T029431,A01907,2026-01-05,Debit,Entertainment,47955.08,Credit Card,Utility,Failed
T029432,A02482,2024-11-30,Debit,Healthcare,67870.93,Debit Card,Online,Success
T029433,A03314,2026-06-22,Credit,Other,44231.62,ATM,Healthcare,Pending
T029434,A04679,2026-06-07,Credit,Travel,53095.25,ATM,Healthcare,Failed
T029435,A03259,2024-12-19,Credit,Utilities,54842.43,Net Banking,Utility,Success
T029436,A03178,2025-11-14,Credit,Travel,15619.36,UPI,Healthcare,Success
T029437,A00336,2026-07-12,Debit,Travel,74220.27,Credit Card,Grocery,Success
T029438,A03826,2026-08-08,Debit,Groceries,9832.19,Debit Card,Grocery,Success
T029439,A02168,2025-09-09,Debit,Entertainment,18125.2,Debit Card,Fuel,Success
T029440,A02803,2024-12-21,Credit,Groceries,57406.4,Debit Card,Fuel,Success
T029441,A03580,2024-11-21,Debit,Food,35996.14,UPI,Fuel,Success
T029442,A03955,2026-05-03,Credit,Shopping,30473.8,Net Banking,Fuel,Success
T029443,A04420,2024-09-17,Credit,Entertainment,13953.28,ATM,Healthcare,Success
T029444,A01284,2025-06-14,Debit,Bills,59817.39,Net Banking,Online,Success
T029445,A03710,2024-11-01,Credit,Bills,44323.47,Debit Card,Utility,Success
T029446,A02589,2025-02-11,Debit,Healthcare,54612.14,Net Banking,Online,Success
T029447,A04399,2024-12-10,Debit,Travel,37227.3,Credit Card,Online,Success
T029448,A00695,2026-02-06,Debit,Education,1073.92,Net Banking,Other,Success
T029449,A00917,2025-02-15,Debit,Education,16569.65,Credit Card,Other,Failed
T029450,A00436,2025-03-24,Credit,Other,44082.99,UPI,Travel,Success
T029451,A01434,2025-03-13,Credit,Shopping,21279.14,Debit Card,Other,Success
T029452,A04707,2026-08-10,Debit,Bills,9629.5,Debit Card,Utility,Success
T029453,A03871,2024-11-14,Debit,Other,18751.66,UPI,Healthcare,Success
T029454,A02052,2025-10-30,Credit,Bills,83996.88,Net Banking,Utility,Success
T029455,A00124,2024-12-04,Credit,Food,4078.46,Net Banking,Education,Success
T029456,A02007,2025-08-17,Debit,Food,90231.51,Net Banking,Other,Success
T029457,A02112,2025-03-19,Debit,Utilities,636.16,Credit Card,Utility,Success
T029458,A00876,2024-12-17,Credit,Healthcare,18583.22,UPI,Grocery,Success
T029459,A01221,2025-12-29,Credit,Education,62966.61,Net Banking,Retail,Success
T029460,A04261,2025-12-21,Debit,Education,60422.05,Credit Card,Travel,Success
T029461,A00809,2026-01-04,Debit,Groceries,92180.09,Credit Card,Travel,Success
T029462,A00103,2024-10-20,Debit,Food,39169.16,UPI,Education,Success
T029463,A00588,2026-06-16,Credit,Education,90283.13,ATM,Grocery,Success
T029464,A02132,2026-07-17,Debit,Education,16799.19,Debit Card,Utility,Success
T029465,A04746,2025-05-23,Credit,Food,24399.5,UPI,Fuel,Success
T029466,A03506,2025-11-21,Credit,Healthcare,44343.15,Net Banking,Retail,Success
T029467,A04989,2025-01-07,Credit,Groceries,60089.41,Net Banking,Other,Success
T029468,A04116,2026-08-20,Debit,Utilities,74442.22,Net Banking,Online,Success
T029469,A03280,2025-11-07,Credit,Food,84396.0,ATM,Healthcare,Success
T029470,A02769,2026-08-17,Debit,Healthcare,89679.59,UPI,Education,Success
T029471,A04925,2025-09-10,Debit,Other,65983.22,Credit Card,Utility,Pending
T029472,A02241,2025-02-28,Debit,Groceries,51431.88,Net Banking,Education,Success
T029473,A01245,2024-09-15,Credit,Travel,94689.6,Net Banking,Travel,Pending
T029474,A03445,2025-10-15,Debit,Travel,78560.09,UPI,Retail,Success
T029475,A04927,2025-12-13,Credit,Healthcare,40966.73,Credit Card,Online,Success
T029476,A00331,2025-09-10,Debit,Utilities,10817.08,Net Banking,Online,Success
T029477,A02950,2024-12-28,Credit,Food,56700.71,Credit Card,Utility,Success
T029478,A02414,2025-11-21,Credit,Shopping,40234.04,Credit Card,Restaurant,Pending
T029479,A03172,2025-01-30,Credit,Bills,68145.21,Net Banking,Healthcare,Success
T029480,A02636,2026-07-31,Credit,Utilities,13480.37,Net Banking,Other,Success
T029481,A03315,2026-08-11,Debit,Utilities,75001.58,Debit Card,Education,Success
T029482,A01900,2026-03-18,Debit,Education,9243.05,Credit Card,Restaurant,Success
T029483,A00143,2024-12-28,Debit,Bills,16363.76,ATM,Travel,Success
T029484,A04296,2025-01-19,Credit,Other,97927.61,ATM,Utility,Success
T029485,A03827,2025-01-13,Debit,Entertainment,62448.46,UPI,Education,Success
T029486,A04492,2025-01-19,Debit,Healthcare,36676.38,ATM,Travel,Success
T029487,A04086,2026-07-03,Credit,Food,73284.09,Debit Card,Utility,Success
T029488,A01831,2026-05-17,Debit,Food,570.86,UPI,Other,Success
T029489,A03649,2026-09-05,Credit,Groceries,50777.48,UPI,Online,Success
T029490,A04536,2025-07-03,Debit,Education,23227.5,Net Banking,Healthcare,Success
T029491,A01473,2024-12-12,Credit,Entertainment,69312.18,UPI,Grocery,Success
T029492,A02996,2025-09-11,Credit,Shopping,47346.05,Credit Card,Fuel,Success
T029493,A00596,2025-01-29,Credit,Education,26381.39,ATM,Utility,Success
T029494,A03977,2025-07-28,Credit,Education,95049.89,ATM,Restaurant,Success
T029495,A03963,2025-12-29,Credit,Utilities,38599.91,Debit Card,Retail,Success
T029496,A04024,2024-12-20,Credit,Entertainment,27658.41,Credit Card,Other,Success
T029497,A03472,2024-12-25,Credit,Other,67313.76,Debit Card,Education,Success
T029498,A02850,2025-12-18,Debit,Education,10303.81,Net Banking,Healthcare,Success
T029499,A00287,2025-01-14,Credit,Education,52253.89,ATM,Education,Success
T029500,A02896,2026-04-05,Debit,Groceries,44677.95,Debit Card,Education,Success
T029501,A03271,2024-12-31,Credit,Food,87414.13,Credit Card,Grocery,Success
T029502,A01841,2026-07-13,Debit,Travel,96336.79,Debit Card,Retail,Success
T029503,A00596,2026-05-13,Debit,Food,12868.7,Net Banking,Other,Success
T029504,A03257,2025-07-16,Debit,Food,36551.19,Credit Card,Online,Success
T029505,A01546,2025-03-25,Debit,Travel,66678.42,Credit Card,Retail,Success
T029506,A01977,2026-08-23,Debit,Entertainment,66409.94,Debit Card,Fuel,Success
T029507,A04538,2026-06-20,Debit,Healthcare,65919.79,Credit Card,Fuel,Success
T029508,A04746,2025-09-13,Debit,Food,24712.13,Net Banking,Education,Success
T029509,A00017,2025-09-09,Debit,Utilities,66575.2,Credit Card,Other,Success
T029510,A03373,2026-08-17,Credit,Food,10708.74,Net Banking,Education,Success
T029511,A03120,2025-02-04,Credit,Education,27681.04,Debit Card,Retail,Success
T029512,A00903,2025-06-28,Debit,Food,60936.68,UPI,Fuel,Success
T029513,A02092,2025-05-27,Credit,Travel,25096.69,Net Banking,Retail,Success
T029514,A00328,2026-04-14,Credit,Food,88405.62,Debit Card,Fuel,Success
T029515,A03287,2025-05-09,Credit,Shopping,75591.72,ATM,Retail,Success
T029516,A02482,2026-05-11,Debit,Entertainment,79113.3,UPI,Education,Success
T029517,A03237,2025-05-31,Credit,Education,22384.87,Net Banking,Education,Success
T029518,A01897,2026-08-26,Debit,Other,17038.1,ATM,Education,Success
T029519,A01850,2025-11-10,Debit,Education,76294.46,ATM,Education,Success
T029520,A04452,2025-06-17,Credit,Food,76836.29,ATM,Healthcare,Success
T029521,A00050,2026-04-09,Credit,Food,25712.79,Net Banking,Education,Success
T029522,A01622,2025-11-09,Debit,Education,17945.76,UPI,Travel,Success
T029523,A01047,2026-01-27,Credit,Utilities,3523.21,Debit Card,Online,Success
T029524,A01547,2025-07-06,Debit,Education,74745.41,Credit Card,Retail,Success
T029525,A02646,2024-12-18,Debit,Utilities,72313.72,ATM,Travel,Failed
T029526,A03798,2025-10-08,Debit,Groceries,51874.74,Debit Card,Restaurant,Success
T029527,A04701,2025-10-30,Credit,Other,72477.89,UPI,Restaurant,Success
T029528,A03413,2026-01-23,Credit,Utilities,61392.68,UPI,Retail,Success
T029529,A01817,2025-12-19,Credit,Entertainment,98396.99,Credit Card,Travel,Success
T029530,A01993,2025-08-14,Debit,Travel,8404.05,UPI,Utility,Success
T029531,A03823,2025-03-11,Debit,Utilities,9262.9,UPI,Education,Success
T029532,A00214,2024-09-15,Credit,Food,44931.04,Credit Card,Online,Success
T029533,A02172,2025-07-19,Debit,Travel,32937.2,Net Banking,Other,Success
T029534,A02917,2025-01-22,Debit,Other,12862.58,Debit Card,Other,Success
T029535,A02055,2025-12-21,Credit,Shopping,68350.9,ATM,Education,Success
T029536,A02309,2024-09-28,Credit,Bills,67595.62,UPI,Retail,Success
T029537,A00268,2026-07-15,Credit,Food,62413.9,ATM,Education,Success
T029538,A00318,2024-11-04,Credit,Travel,23436.15,ATM,Online,Success
T029539,A03391,2025-09-09,Credit,Bills,83053.38,Debit Card,Education,Success
T029540,A00060,2024-11-20,Credit,Bills,85235.36,Credit Card,Travel,Success
T029541,A00895,2026-03-14,Credit,Education,96386.99,Net Banking,Online,Success
T029542,A04246,2026-06-09,Debit,Other,84841.26,Debit Card,Utility,Success
T029543,A03696,2025-09-02,Credit,Groceries,11083.54,UPI,Utility,Success
T029544,A00996,2026-02-26,Credit,Travel,69729.52,Debit Card,Retail,Success
T029545,A00706,2024-09-23,Debit,Food,34130.28,Credit Card,Retail,Success
T029546,A01721,2025-12-30,Credit,Food,62325.15,ATM,Healthcare,Success
T029547,A03941,2026-06-10,Debit,Other,44101.04,Debit Card,Online,Success
T029548,A02646,2025-10-27,Credit,Travel,68664.68,Credit Card,Fuel,Success
T029549,A02797,2026-03-01,Debit,Utilities,97575.16,ATM,Education,Success
T029550,A03560,2025-03-23,Credit,Entertainment,83783.36,Net Banking,Utility,Success
T029551,A00964,2026-01-08,Credit,Healthcare,96137.36,Credit Card,Other,Success
T029552,A01732,2025-01-10,Credit,Food,64359.63,Net Banking,Utility,Success
T029553,A00449,2026-07-20,Debit,Food,87572.02,ATM,Grocery,Success
T029554,A04981,2026-05-22,Debit,Utilities,28971.52,Debit Card,Online,Success
T029555,A04072,2025-11-25,Credit,Education,29874.65,Credit Card,Restaurant,Failed
T029556,A02801,2025-01-10,Debit,Other,69030.27,Net Banking,Healthcare,Success
T029557,A01900,2025-07-27,Debit,Entertainment,7186.36,Credit Card,Healthcare,Success
T029558,A00379,2025-04-08,Debit,Shopping,81185.02,ATM,Fuel,Success
T029559,A01623,2025-10-24,Credit,Entertainment,59819.41,Debit Card,Retail,Success
T029560,A03814,2024-11-27,Credit,Utilities,64388.82,ATM,Education,Pending
T029561,A02725,2025-11-13,Debit,Groceries,90542.27,Debit Card,Travel,Success
T029562,A01741,2025-10-16,Debit,Education,25491.87,Credit Card,Restaurant,Success
T029563,A00811,2025-09-07,Debit,Other,6423.57,Credit Card,Online,Success
T029564,A03432,2025-12-23,Credit,Entertainment,16785.73,UPI,Restaurant,Success
T029565,A02237,2024-09-16,Credit,Travel,71327.5,Net Banking,Travel,Success
T029566,A02071,2026-03-02,Debit,Entertainment,49874.95,Credit Card,Healthcare,Success
T029567,A04622,2026-03-01,Debit,Food,69528.35,Debit Card,Grocery,Success
T029568,A01378,2026-07-24,Debit,Utilities,79007.31,ATM,Online,Success
T029569,A00410,2025-03-09,Credit,Utilities,12256.58,ATM,Other,Success
T029570,A04795,2025-08-24,Debit,Travel,93624.4,Net Banking,Utility,Success
T029571,A00527,2024-11-05,Credit,Education,62250.37,Net Banking,Utility,Success
T029572,A01982,2024-12-30,Credit,Food,34341.92,Debit Card,Education,Success
T029573,A03662,2025-10-15,Debit,Food,30480.84,UPI,Grocery,Success
T029574,A04561,2025-11-27,Credit,Other,69492.91,Credit Card,Retail,Success
T029575,A04736,2024-12-20,Debit,Travel,24960.82,Net Banking,Healthcare,Success
T029576,A02456,2025-04-05,Debit,Entertainment,20705.52,ATM,Grocery,Success
T029577,A01248,2024-12-02,Debit,Healthcare,8805.01,ATM,Travel,Success
T029578,A00268,2025-07-15,Credit,Healthcare,37352.69,Credit Card,Education,Success
T029579,A03649,2025-07-30,Credit,Travel,23305.27,Net Banking,Education,Success
T029580,A01455,2025-10-28,Debit,Entertainment,80273.79,ATM,Other,Success
T029581,A00853,2026-05-07,Debit,Healthcare,2630.19,Credit Card,Retail,Success
T029582,A04928,2025-03-24,Credit,Bills,16150.32,Net Banking,Restaurant,Success
T029583,A00957,2024-12-17,Credit,Healthcare,33955.65,Credit Card,Online,Success
T029584,A00290,2024-09-23,Credit,Education,17813.45,Credit Card,Online,Success
T029585,A02430,2025-01-29,Debit,Travel,27028.65,Debit Card,Retail,Success
T029586,A03497,2026-01-18,Credit,Groceries,23402.92,UPI,Travel,Success
T029587,A04397,2026-09-09,Debit,Food,91701.65,ATM,Fuel,Success
T029588,A01305,2025-05-30,Credit,Travel,78632.25,Debit Card,Education,Success
T029589,A00180,2026-08-30,Debit,Healthcare,44478.18,Credit Card,Restaurant,Success
T029590,A01769,2024-09-20,Debit,Shopping,26007.09,UPI,Retail,Success
T029591,A04510,2026-08-17,Debit,Entertainment,31562.44,UPI,Fuel,Failed
T029592,A01186,2026-03-24,Credit,Education,22268.53,Net Banking,Travel,Failed
T029593,A00816,2025-02-18,Debit,Bills,36797.78,UPI,Restaurant,Success
T029594,A02883,2026-07-26,Debit,Bills,73279.51,ATM,Restaurant,Success
T029595,A03777,2026-01-14,Debit,Bills,51064.39,Credit Card,Grocery,Pending
T029596,A01276,2025-03-20,Credit,Healthcare,70976.25,ATM,Online,Success
T029597,A04038,2025-10-15,Credit,Entertainment,41955.62,ATM,Fuel,Success
T029598,A04945,2024-09-21,Debit,Food,96259.85,Credit Card,Retail,Success
T029599,A03458,2026-03-29,Debit,Food,53946.99,UPI,Travel,Success
T029600,A02348,2026-03-23,Debit,Shopping,48666.61,Credit Card,Healthcare,Success
T029601,A04581,2026-02-07,Credit,Travel,73706.7,Credit Card,Healthcare,Success
T029602,A01540,2026-09-09,Credit,Groceries,4284.97,ATM,Restaurant,Success
T029603,A02389,2024-09-15,Credit,Entertainment,22524.56,ATM,Other,Success
T029604,A01431,2026-03-19,Debit,Healthcare,62024.99,Credit Card,Fuel,Success
T029605,A01162,2024-11-10,Debit,Utilities,68716.66,UPI,Retail,Success
T029606,A04070,2026-08-20,Credit,Utilities,64669.46,ATM,Online,Success
T029607,A03002,2025-02-20,Debit,Healthcare,81270.81,Net Banking,Other,Success
T029608,A03911,2025-06-20,Debit,Healthcare,13040.13,Net Banking,Retail,Success
T029609,A02735,2025-08-26,Credit,Groceries,32562.72,Debit Card,Education,Success
T029610,A01134,2025-03-26,Debit,Utilities,48537.66,UPI,Fuel,Success
T029611,A01642,2025-09-12,Debit,Groceries,99613.87,ATM,Other,Success
T029612,A04176,2026-09-05,Debit,Utilities,83737.39,UPI,Retail,Success
T029613,A02002,2024-12-12,Credit,Food,9533.38,ATM,Utility,Success
T029614,A02997,2026-05-24,Credit,Groceries,32004.03,ATM,Fuel,Success
T029615,A00683,2026-07-02,Credit,Bills,91387.01,Net Banking,Other,Success
T029616,A02573,2025-10-13,Debit,Healthcare,83259.27,Net Banking,Restaurant,Success
T029617,A03778,2024-12-21,Credit,Utilities,91804.6,Debit Card,Other,Success
T029618,A04994,2026-08-27,Credit,Healthcare,28040.76,Debit Card,Fuel,Success
T029619,A01817,2025-02-02,Debit,Utilities,10568.87,ATM,Online,Success
T029620,A03448,2025-07-14,Debit,Healthcare,9041.22,Debit Card,Travel,Success
T029621,A01330,2025-11-11,Credit,Entertainment,26117.78,ATM,Other,Success
T029622,A02076,2025-04-15,Credit,Food,81626.61,Credit Card,Fuel,Success
T029623,A03732,2026-05-08,Credit,Travel,38225.72,Debit Card,Grocery,Success
T029624,A00008,2025-03-21,Debit,Groceries,77451.54,Net Banking,Restaurant,Success
T029625,A00467,2026-08-01,Credit,Education,11856.28,UPI,Other,Success
T029626,A03993,2026-06-22,Debit,Utilities,46013.33,Net Banking,Restaurant,Success
T029627,A04228,2025-04-17,Debit,Entertainment,80211.05,Net Banking,Travel,Success
T029628,A03233,2025-07-19,Credit,Entertainment,28067.11,UPI,Retail,Success
T029629,A01545,2024-10-21,Debit,Utilities,69636.8,UPI,Fuel,Success
T029630,A03099,2025-02-22,Credit,Groceries,59218.05,Credit Card,Education,Success
T029631,A00117,2026-08-10,Debit,Travel,25035.37,Debit Card,Fuel,Success
T029632,A03584,2025-07-29,Credit,Utilities,49144.1,UPI,Online,Success
T029633,A04889,2026-09-11,Debit,Food,94506.49,Debit Card,Retail,Success
T029634,A02372,2025-10-07,Credit,Healthcare,35794.21,Net Banking,Education,Success
T029635,A02944,2025-10-07,Credit,Utilities,96973.61,Debit Card,Online,Success
T029636,A03614,2026-07-01,Credit,Entertainment,30690.85,UPI,Utility,Success
T029637,A04854,2026-08-24,Debit,Travel,1463.1,Credit Card,Fuel,Success
T029638,A04264,2025-02-14,Credit,Education,52896.7,Credit Card,Retail,Success
T029639,A02275,2026-04-24,Debit,Utilities,3424.92,UPI,Grocery,Success
T029640,A01481,2025-10-09,Credit,Travel,86307.13,Net Banking,Grocery,Success
T029641,A00359,2025-12-01,Credit,Groceries,26220.58,ATM,Grocery,Success
T029642,A01918,2025-11-25,Debit,Education,71976.48,ATM,Online,Success
T029643,A04216,2026-07-04,Credit,Shopping,65732.51,Credit Card,Other,Success
T029644,A03338,2025-03-14,Credit,Food,71447.69,Net Banking,Utility,Failed
T029645,A02812,2025-05-28,Debit,Entertainment,94295.03,ATM,Fuel,Success
T029646,A01464,2025-06-30,Debit,Food,31290.06,Debit Card,Grocery,Success
T029647,A02774,2026-04-15,Debit,Travel,45174.68,Credit Card,Healthcare,Success
T029648,A02005,2025-02-11,Debit,Healthcare,26642.93,UPI,Grocery,Success
T029649,A01430,2025-11-12,Credit,Groceries,20129.8,UPI,Online,Pending
T029650,A02582,2025-09-26,Credit,Other,63383.66,Credit Card,Retail,Success
T029651,A04852,2024-11-25,Credit,Healthcare,85522.14,Credit Card,Online,Success
T029652,A01882,2026-07-06,Debit,Food,20656.79,ATM,Fuel,Success
T029653,A01425,2025-01-23,Debit,Other,92947.02,Debit Card,Retail,Success
T029654,A02625,2026-08-04,Credit,Entertainment,92759.78,Net Banking,Grocery,Success
T029655,A01264,2024-12-29,Credit,Education,5643.04,Credit Card,Retail,Success
T029656,A01825,2026-02-16,Debit,Entertainment,41377.82,Debit Card,Grocery,Success
T029657,A00168,2024-12-30,Debit,Utilities,85170.96,Net Banking,Education,Success
T029658,A00990,2025-10-19,Debit,Education,7422.78,Net Banking,Education,Success
T029659,A04893,2025-12-10,Credit,Travel,13727.82,Debit Card,Fuel,Success
T029660,A01899,2025-01-17,Debit,Utilities,7904.42,ATM,Online,Success
T029661,A01742,2025-11-16,Debit,Education,87295.12,Credit Card,Fuel,Success
T029662,A02724,2026-08-24,Credit,Food,95456.78,Debit Card,Other,Success
T029663,A03262,2025-12-04,Debit,Travel,57059.49,Net Banking,Grocery,Success
T029664,A01776,2025-02-09,Debit,Shopping,95304.63,ATM,Fuel,Success
T029665,A01817,2025-09-22,Debit,Food,52186.94,Net Banking,Retail,Success
T029666,A04114,2024-11-13,Debit,Healthcare,9246.83,Credit Card,Fuel,Success
T029667,A00799,2026-04-18,Credit,Food,10307.27,ATM,Retail,Success
T029668,A00763,2026-02-14,Debit,Shopping,11093.09,UPI,Healthcare,Success
T029669,A02366,2024-10-19,Credit,Utilities,13074.91,UPI,Other,Success
T029670,A01890,2026-05-29,Debit,Other,1355.4,Net Banking,Retail,Success
T029671,A04528,2025-02-05,Credit,Entertainment,66863.92,ATM,Restaurant,Pending
T029672,A02606,2026-09-04,Debit,Entertainment,40291.44,Credit Card,Restaurant,Success
T029673,A03036,2025-10-21,Credit,Shopping,60791.3,UPI,Grocery,Success
T029674,A00224,2025-07-19,Credit,Food,70330.18,UPI,Online,Success
T029675,A01902,2025-02-05,Credit,Utilities,18489.06,Net Banking,Healthcare,Success
T029676,A01456,2026-08-24,Credit,Entertainment,69724.45,UPI,Fuel,Success
T029677,A04911,2026-09-05,Credit,Utilities,84023.09,UPI,Retail,Success
T029678,A03570,2026-04-21,Credit,Shopping,54249.44,UPI,Healthcare,Success
T029679,A03622,2024-12-19,Credit,Bills,80595.95,Credit Card,Online,Success
T029680,A04429,2024-12-06,Debit,Bills,45858.83,Credit Card,Fuel,Success
T029681,A03822,2026-05-04,Debit,Bills,72012.46,UPI,Other,Success
T029682,A04737,2025-04-20,Debit,Travel,83728.26,Net Banking,Utility,Success
T029683,A04932,2025-02-16,Debit,Healthcare,66728.29,Credit Card,Utility,Success
T029684,A04259,2024-09-18,Debit,Education,3978.4,Net Banking,Grocery,Success
T029685,A01967,2025-10-26,Credit,Food,69870.19,Net Banking,Utility,Failed
T029686,A04548,2025-02-12,Debit,Utilities,81706.13,Net Banking,Education,Success
