account_id,customer_id,branch_id,account_type,opening_date,balance,account_status
A02262,C02262,B008,Current,2026-01-05,82581.79,Active
A02263,C02263,B013,Savings,2023-10-21,394488.89,Inactive
A02264,C02264,B007,Business,2022-07-10,220398.99,Inactive
A02265,C02265,B004,Savings,2025-10-18,182697.51,Inactive
A02266,C02266,B016,Savings,2022-04-24,223825.11,Active
A02267,C02267,B012,Savings,2022-11-19,189714.25,Active
A02268,C02268,B002,Salary,2022-06-21,140711.2,Active
A02269,C02269,B001,Current,2025-04-23,7909.81,Inactive
A02270,C02270,B024,Current,2026-04-07,282428.36,Active
A02271,C02271,B029,Current,2022-01-21,373664.17,Active
A02272,C02272,B021,Salary,2023-07-31,440846.39,Active
A02273,C02273,B020,Salary,2024-09-02,253984.47,Inactive
A02274,C02274,B025,Business,2022-02-03,28379.29,Active
A02275,C02275,B009,Savings,2026-01-02,304270.55,Active
A02276,C02276,B009,Business,2023-12-23,343997.83,Inactive
A02277,C02277,B022,Salary,2023-04-04,152310.73,Active
A02278,C02278,B018,Current,2022-01-07,123846.34,Inactive
A02279,C02279,B018,Savings,2021-10-08,27103.49,Active
A02280,C02280,B027,Current,2026-02-17,225971.57,Active
A02281,C02281,B002,Salary,2024-10-17,54563.7,Active
A02282,C02282,B009,Business,2026-05-04,34752.69,Active
A02283,C02283,B006,Current,2026-02-11,6446.39,Active
A02284,C02284,B018,Current,2023-02-26,184022.72,Active
A02285,C02285,B006,Savings,2024-08-20,386619.38,Active
A02286,C02286,B022,Savings,2022-06-29,441334.5,Inactive
A02287,C02287,B017,Savings,2023-02-24,363214.09,Inactive
A02288,C02288,B008,Business,2023-02-19,421342.57,Active
A02289,C02289,B018,Savings,2025-10-15,326013.85,Inactive
A02290,C02290,B008,Business,2023-01-01,302115.17,Inactive
A02291,C02291,B024,Salary,2024-07-20,325767.94,Inactive
A02292,C02292,B016,Current,2025-11-16,27855.62,Active
A02293,C02293,B012,Current,2023-12-01,44992.29,Active
A02294,C02294,B025,Savings,2024-04-23,483429.18,Active
A02295,C02295,B015,Savings,2024-11-28,219682.3,Active
A02296,C02296,B018,Salary,2023-05-26,436323.95,Active
A02297,C02297,B026,Salary,2025-05-21,56578.78,Active
A02298,C02298,B015,Savings,2022-12-17,266897.73,Active
A02299,C02299,B025,Savings,2023-03-24,441665.47,Active
A02300,C02300,B020,Salary,2023-05-27,400281.03,Active
A02301,C02301,B012,Salary,2026-07-09,467696.36,Inactive
A02302,C02302,B020,Business,2025-05-30,75175.21,Inactive
A02303,C02303,B012,Salary,2021-11-25,197795.23,Active
A02304,C02304,B020,Current,2023-12-12,229492.17,Inactive
A02305,C02305,B003,Current,2022-04-13,222399.45,Active
A02306,C02306,B023,Business,2022-11-10,376291.36,Inactive
A02307,C02307,B008,Salary,2024-03-10,203392.04,Active
A02308,C02308,B024,Business,2026-05-04,383631.64,Inactive
A02309,C02309,B030,Business,2023-11-19,274231.88,Active
A02310,C02310,B012,Salary,2023-04-05,249737.34,Inactive
A02311,C02311,B004,Current,2024-07-30,274512.95,Inactive
A02312,C02312,B024,Salary,2025-08-17,412466.32,Active
A02313,C02313,B006,Current,2026-08-02,112620.63,Active
A02314,C02314,B022,Business,2021-09-21,480900.32,Active
A02315,C02315,B010,Business,2022-12-05,443444.45,Active
A02316,C02316,B016,Business,2026-05-28,106372.8,Active
A02317,C02317,B001,Salary,2026-07-27,475956.9,Active
A02318,C02318,B003,Business,2022-03-16,210967.5,Active
A02319,C02319,B022,Salary,2023-05-19,91187.32,Active
A02320,C02320,B012,Current,2024-01-14,151283.19,Active
A02321,C02321,B004,Business,2022-03-29,495223.24,Inactive
A02322,C02322,B007,Business,2022-03-01,134656.28,Active
A02323,C02323,B027,Salary,2025-07-27,197207.58,Inactive
A02324,C02324,B018,Business,2024-06-04,298611.84,Inactive
A02325,C02325,B030,Savings,2024-04-12,112143.05,Active
A02326,C02326,B001,Savings,2026-06-20,142760.45,Active
A02327,C02327,B016,Current,2026-02-21,203774.46,Active
A02328,C02328,B023,Savings,2023-05-01,383926.38,Active
A02329,C02329,B024,Current,2026-06-18,390834.86,Active
A02330,C02330,B022,Current,2023-08-16,243864.36,Active
A02331,C02331,B013,Salary,2022-03-30,301163.51,Active
A02332,C02332,B003,Savings,2021-10-16,454382.21,Active
A02333,C02333,B013,Current,2025-07-24,291609.66,Active
A02334,C02334,B018,Business,2021-10-25,89317.74,Active
A02335,C02335,B009,Business,2023-07-21,66418.22,Active
A02336,C02336,B001,Savings,2021-11-17,270554.41,Inactive
A02337,C02337,B023,Business,2024-06-22,327741.79,Inactive
A02338,C02338,B011,Business,2026-06-18,265281.04,Active
A02339,C02339,B027,Business,2022-01-29,447723.06,Inactive
A02340,C02340,B020,Savings,2023-07-25,161283.3,Active
A02341,C02341,B004,Business,2026-05-26,66498.22,Active
A02342,C02342,B018,Business,2025-12-19,396311.08,Inactive
A02343,C02343,B012,Savings,2025-08-04,278681.51,Active
A02344,C02344,B029,Savings,2022-06-14,219170.94,Inactive
A02345,C02345,B007,Salary,2024-10-09,206159.23,Active
A02346,C02346,B004,Business,2026-02-21,104057.55,Active
A02347,C02347,B006,Business,2022-05-27,490629.56,Active
A02348,C02348,B027,Salary,2026-08-30,227072.51,Active
A02349,C02349,B024,Business,2026-05-25,56161.09,Active
A02350,C02350,B020,Business,2026-08-01,112869.71,Active
A02351,C02351,B003,Current,2024-12-23,265150.09,Active
A02352,C02352,B013,Current,2026-08-08,350361.2,Active
A02353,C02353,B025,Current,2022-02-20,323285.96,Active
A02354,C02354,B016,Savings,2026-02-18,215879.03,Inactive
A02355,C02355,B012,Current,2022-08-06,398695.58,Active
A02356,C02356,B004,Business,2021-12-01,114792.68,Active
A02357,C02357,B014,Savings,2024-05-30,402153.56,Active
A02358,C02358,B003,Business,2026-06-28,308890.52,Active
A02359,C02359,B009,Savings,2022-06-23,378384.92,Active
A02360,C02360,B010,Savings,2022-12-22,125122.94,Active
A02361,C02361,B020,Salary,2026-04-09,376118.87,Active
A02362,C02362,B017,Salary,2021-09-17,254243.46,Active
A02363,C02363,B023,Business,2025-04-24,452383.66,Active
A02364,C02364,B022,Savings,2024-04-29,80808.55,Active
A02365,C02365,B024,Current,2022-01-28,303859.54,Active
A02366,C02366,B005,Salary,2024-10-12,389711.88,Active
A02367,C02367,B004,Business,2022-12-01,405317.38,Active
A02368,C02368,B027,Current,2023-05-22,164722.27,Active
A02369,C02369,B021,Salary,2025-06-15,416875.36,Inactive
A02370,C02370,B029,Current,2025-12-05,452778.8,Active
A02371,C02371,B027,Current,2023-06-28,354800.87,Inactive
A02372,C02372,B026,Savings,2026-05-09,65149.57,Inactive
A02373,C02373,B008,Salary,2026-06-30,182213.71,Active
A02374,C02374,B027,Current,2021-10-08,363047.3,Active
A02375,C02375,B011,Current,2024-09-14,51438.93,Inactive
A02376,C02376,B007,Savings,2024-07-16,303538.33,Active
A02377,C02377,B029,Business,2026-08-18,300918.82,Active
A02378,C02378,B025,Savings,2022-04-17,327053.03,Inactive
A02379,C02379,B023,Salary,2023-03-16,184369.42,Inactive
A02380,C02380,B005,Salary,2025-02-09,457759.89,Active
A02381,C02381,B018,Current,2022-07-27,352796.01,Inactive
A02382,C02382,B016,Current,2026-01-30,167667.91,Active
A02383,C02383,B014,Business,2021-11-18,256570.03,Active
A02384,C02384,B029,Current,2026-05-06,111817.35,Inactive
A02385,C02385,B007,Business,2022-11-20,229146.52,Inactive
A02386,C02386,B023,Current,2026-06-08,64906.82,Active
A02387,C02387,B023,Salary,2026-05-31,487437.38,Active
A02388,C02388,B010,Current,2022-01-02,326975.84,Active
A02389,C02389,B024,Salary,2023-11-08,51558.52,Active
A02390,C02390,B026,Savings,2023-05-09,208838.38,Active
A02391,C02391,B006,Current,2024-01-25,219770.35,Active
A02392,C02392,B029,Savings,2024-02-16,51601.55,Active
A02393,C02393,B021,Salary,2023-05-02,148643.69,Active
A02394,C02394,B010,Salary,2026-07-02,81874.17,Active
A02395,C02395,B006,Salary,2025-07-06,126102.11,Active
A02396,C02396,B001,Salary,2025-11-19,222413.03,Active
A02397,C02397,B023,Savings,2024-08-31,63417.59,Inactive
A02398,C02398,B022,Savings,2026-02-10,490037.99,Inactive
A02399,C02399,B009,Savings,2023-05-14,308280.86,Active
A02400,C02400,B004,Salary,2025-07-13,250021.43,Active
A02401,C02401,B020,Savings,2022-03-19,449141.16,Inactive
A02402,C02402,B002,Salary,2023-01-15,158967.8,Active
A02403,C02403,B010,Salary,2023-12-10,495108.55,Active
A02404,C02404,B017,Current,2021-11-09,195844.03,Active
A02405,C02405,B022,Savings,2021-10-01,18444.88,Active
A02406,C02406,B011,Business,2025-11-21,163164.86,Active
A02407,C02407,B006,Current,2024-08-09,22440.16,Active
A02408,C02408,B008,Business,2025-09-22,194204.37,Inactive
A02409,C02409,B014,Business,2023-04-25,301974.45,Active
A02410,C02410,B019,Salary,2025-06-25,120695.18,Inactive
A02411,C02411,B003,Salary,2022-12-01,50968.25,Active
A02412,C02412,B021,Current,2025-02-03,306370.75,Active
A02413,C02413,B027,Current,2024-12-20,392803.61,Active
A02414,C02414,B005,Salary,2025-01-16,328583.98,Active
A02415,C02415,B010,Savings,2026-07-31,192380.62,Active
A02416,C02416,B017,Current,2026-04-11,138728.66,Active
A02417,C02417,B007,Salary,2023-06-01,338900.18,Active
A02418,C02418,B008,Salary,2025-02-07,108300.04,Active
A02419,C02419,B004,Business,2025-11-01,220909.1,Active
A02420,C02420,B024,Savings,2024-03-28,256326.52,Active
A02421,C02421,B026,Salary,2023-05-09,91985.3,Active
A02422,C02422,B024,Current,2023-08-03,194940.92,Active
A02423,C02423,B018,Salary,2026-05-04,175045.08,Inactive
A02424,C02424,B009,Current,2024-07-05,173312.78,Active
A02425,C02425,B019,Salary,2024-09-20,85729.16,Active
A02426,C02426,B020,Salary,2025-03-16,440173.28,Inactive
A02427,C02427,B027,Savings,2022-10-12,128125.64,Inactive
A02428,C02428,B026,Business,2023-06-18,145272.72,Active
A02429,C02429,B011,Savings,2022-09-22,420555.9,Inactive
A02430,C02430,B013,Salary,2024-10-27,27176.78,Inactive
A02431,C02431,B004,Current,2025-11-26,7242.46,Active
A02432,C02432,B009,Current,2025-11-11,277486.99,Inactive
A02433,C02433,B007,Salary,2021-10-20,493047.77,Inactive
A02434,C02434,B022,Business,2022-11-03,260590.68,Inactive
A02435,C02435,B014,Business,2021-11-04,296576.21,Active
A02436,C02436,B015,Savings,2022-08-16,207248.59,Active
A02437,C02437,B015,Savings,2025-02-27,436730.38,Inactive
A02438,C02438,B019,Savings,2025-04-25,47076.75,Active
A02439,C02439,B020,Business,2026-05-25,454551.58,Active
A02440,C02440,B001,Current,2021-09-24,400218.3,Active
A02441,C02441,B026,Business,2022-10-27,55801.37,Inactive
A02442,C02442,B016,Salary,2023-08-28,212321.51,Active
A02443,C02443,B001,Salary,2024-07-05,42903.92,Inactive
A02444,C02444,B001,Savings,2025-01-12,195257.93,Active
A02445,C02445,B009,Current,2026-08-06,106183.04,Active
A02446,C02446,B012,Business,2025-08-19,289864.42,Active
A02447,C02447,B001,Salary,2023-12-23,165481.54,Active
A02448,C02448,B021,Salary,2022-06-26,391862.22,Inactive
A02449,C02449,B028,Current,2025-07-24,244813.91,Active
A02450,C02450,B002,Current,2024-05-22,413287.89,Active
A02451,C02451,B029,Current,2026-06-14,398725.37,Inactive
A02452,C02452,B003,Business,2026-03-18,416562.19,Active
A02453,C02453,B029,Salary,2023-07-06,401760.96,Active
A02454,C02454,B010,Savings,2023-01-19,423019.81,Active
A02455,C02455,B002,Current,2021-12-29,271764.06,Inactive
A02456,C02456,B014,Current,2022-12-11,379007.1,Active
A02457,C02457,B017,Savings,2026-01-10,316446.58,Active
A02458,C02458,B017,Salary,2023-02-13,288620.27,Inactive
A02459,C02459,B028,Savings,2022-02-04,337230.73,Active
A02460,C02460,B011,Salary,2025-08-23,114263.68,Active
A02461,C02461,B001,Savings,2024-05-02,425826.17,Active
A02462,C02462,B015,Business,2026-06-04,302535.68,Active
A02463,C02463,B026,Current,2024-01-14,5759.23,Active
A02464,C02464,B021,Salary,2024-01-06,77977.72,Inactive
A02465,C02465,B015,Salary,2022-01-09,264469.53,Inactive
A02466,C02466,B002,Current,2025-04-14,196709.17,Inactive
A02467,C02467,B005,Savings,2024-12-18,472950.47,Inactive
A02468,C02468,B007,Salary,2023-02-04,155502.07,Active
A02469,C02469,B007,Salary,2025-08-16,204468.34,Inactive
A02470,C02470,B024,Current,2026-04-14,120151.43,Active
A02471,C02471,B022,Current,2025-09-07,102107.25,Active
A02472,C02472,B015,Business,2022-08-18,48944.75,Active
A02473,C02473,B015,Current,2024-12-16,419908.24,Inactive
A02474,C02474,B010,Salary,2024-03-16,433861.55,Inactive
A02475,C02475,B015,Business,2021-10-17,90664.37,Inactive
A02476,C02476,B029,Current,2024-10-20,197121.47,Inactive
A02477,C02477,B015,Salary,2023-06-30,349827.1,Inactive
A02478,C02478,B027,Business,2025-10-06,136158.23,Inactive
A02479,C02479,B025,Salary,2025-11-06,308571.49,Active
A02480,C02480,B021,Current,2025-09-10,470769.76,Active
A02481,C02481,B005,Salary,2022-12-15,424978.62,Inactive
A02482,C02482,B024,Business,2023-12-29,394669.69,Active
A02483,C02483,B025,Current,2025-07-23,240718.11,Inactive
A02484,C02484,B014,Business,2025-01-10,144289.31,Active
A02485,C02485,B028,Current,2025-10-13,16151.06,Inactive
A02486,C02486,B014,Business,2026-06-12,180572.28,Active
A02487,C02487,B020,Business,2024-07-30,178612.47,Active
A02488,C02488,B003,Savings,2023-03-06,161959.58,Inactive
A02489,C02489,B025,Current,2025-09-15,327611.65,Active
A02490,C02490,B002,Savings,2025-10-09,395439.35,Active
A02491,C02491,B019,Salary,2026-03-16,370545.04,Inactive
A02492,C02492,B012,Business,2023-12-22,181748.83,Active
A02493,C02493,B008,Salary,2024-02-10,362563.99,Active
A02494,C02494,B008,Salary,2023-07-08,329073.59,Inactive
A02495,C02495,B012,Current,2023-05-03,174268.45,Active
A02496,C02496,B030,Current,2024-03-06,433135.0,Active
A02497,C02497,B014,Business,2026-07-19,492007.4,Active
A02498,C02498,B028,Savings,2024-11-24,133813.06,Active
A02499,C02499,B028,Savings,2021-12-20,39719.09,Active
A02500,C02500,B027,Salary,2024-01-01,294532.58,Active
A02501,C02501,B027,Business,2023-08-11,43509.33,Inactive
A02502,C02502,B027,Salary,2024-10-27,496841.13,Active
A02503,C02503,B018,Savings,2024-03-27,343009.41,Active
A02504,C02504,B017,Current,2024-05-11,375693.5,Inactive
A02505,C02505,B026,Salary,2024-09-23,203887.55,Active
A02506,C02506,B010,Salary,2024-03-27,237840.0,Inactive
A02507,C02507,B030,Savings,2024-12-08,257809.72,Inactive
A02508,C02508,B017,Business,2024-04-11,336120.14,Active
A02509,C02509,B024,Business,2023-03-06,367873.44,Inactive
A02510,C02510,B013,Business,2024-01-29,276042.25,Active
A02511,C02511,B023,Savings,2026-04-08,371485.17,Active
A02512,C02512,B012,Business,2024-08-03,174831.26,Active
A02513,C02513,B001,Savings,2022-11-25,141732.06,Active
A02514,C02514,B023,Current,2022-02-09,347369.44,Active
A02515,C02515,B024,Current,2024-06-28,289254.51,Active
A02516,C02516,B016,Business,2026-08-30,454592.73,Active
A02517,C02517,B011,Salary,2024-02-05,419897.07,Active
A02518,C02518,B020,Business,2022-07-06,91493.91,Active
A02519,C02519,B003,Salary,2026-07-20,32123.6,Active
A02520,C02520,B007,Savings,2024-05-01,268307.39,Inactive
A02521,C02521,B002,Salary,2024-10-07,244853.97,Inactive
A02522,C02522,B028,Current,2024-12-28,110540.94,Active
A02523,C02523,B009,Business,2024-05-16,367950.01,Active
A02524,C02524,B006,Salary,2024-10-22,230327.55,Active
A02525,C02525,B027,Current,2024-03-13,6318.06,Active
A02526,C02526,B020,Salary,2025-07-10,144602.86,Active
A02527,C02527,B030,Current,2024-04-12,458580.34,Active
A02528,C02528,B026,Business,2023-09-21,324344.15,Active
A02529,C02529,B003,Business,2024-04-22,209741.8,Inactive
A02530,C02530,B016,Salary,2021-11-02,52278.46,Active
A02531,C02531,B007,Salary,2024-04-15,42795.66,Active
A02532,C02532,B001,Current,2025-12-04,180894.04,Active
A02533,C02533,B007,Salary,2021-12-10,450847.49,Inactive
A02534,C02534,B025,Salary,2024-02-12,269583.31,Active
A02535,C02535,B012,Current,2025-12-10,475678.8,Active
A02536,C02536,B021,Current,2024-10-21,348414.4,Inactive
A02537,C02537,B018,Salary,2026-07-15,175144.96,Active
A02538,C02538,B026,Salary,2025-08-25,354411.5,Active
A02539,C02539,B030,Current,2021-10-10,485707.17,Inactive
A02540,C02540,B011,Salary,2025-03-24,404787.28,Active
A02541,C02541,B013,Business,2024-07-05,175855.11,Active
A02542,C02542,B007,Current,2025-07-14,471519.7,Active
A02543,C02543,B019,Current,2023-10-21,158969.25,Active
A02544,C02544,B018,Savings,2022-10-14,367508.1,Active
A02545,C02545,B018,Savings,2026-01-27,410466.5,Inactive
A02546,C02546,B007,Salary,2023-05-27,67931.96,Active
A02547,C02547,B010,Current,2025-12-14,55884.19,Active
A02548,C02548,B019,Business,2022-03-15,373558.59,Active
A02549,C02549,B025,Savings,2022-07-17,421006.16,Active
A02550,C02550,B006,Savings,2022-03-24,259930.16,Active
A02551,C02551,B016,Current,2023-08-07,151120.05,Active
A02552,C02552,B010,Business,2021-10-24,48619.93,Active
A02553,C02553,B003,Salary,2024-12-08,441913.65,Active
A02554,C02554,B012,Current,2022-04-15,425242.57,Active
A02555,C02555,B011,Current,2024-11-19,24300.77,Active
A02556,C02556,B026,Salary,2024-10-21,151932.12,Inactive
A02557,C02557,B015,Savings,2021-12-21,337500.73,Active
A02558,C02558,B029,Savings,2024-09-13,310236.26,Inactive
A02559,C02559,B012,Salary,2025-01-11,333503.68,Active
A02560,C02560,B011,Business,2026-04-14,206354.73,Inactive
A02561,C02561,B008,Salary,2025-05-24,166140.48,Active
A02562,C02562,B004,Current,2021-11-17,300829.76,Active
A02563,C02563,B005,Business,2024-08-26,469685.98,Active
A02564,C02564,B011,Current,2024-04-24,32262.81,Active
A02565,C02565,B022,Savings,2023-05-01,467793.13,Active
A02566,C02566,B001,Business,2023-09-10,485990.99,Inactive
A02567,C02567,B021,Business,2026-07-21,346560.75,Active
A02568,C02568,B001,Savings,2023-10-27,448109.91,Active
A02569,C02569,B006,Salary,2023-10-02,71328.82,Active
A02570,C02570,B013,Current,2025-10-30,211614.6,Active
A02571,C02571,B005,Savings,2023-10-28,318245.73,Inactive
A02572,C02572,B012,Business,2023-10-05,89397.11,Inactive
A02573,C02573,B027,Business,2022-02-14,477528.71,Active
A02574,C02574,B017,Current,2021-11-21,317556.46,Inactive
A02575,C02575,B019,Savings,2026-03-20,374148.88,Active
A02576,C02576,B012,Current,2024-06-26,73880.39,Active
A02577,C02577,B016,Current,2024-08-17,381231.37,Inactive
A02578,C02578,B002,Current,2026-03-26,83160.82,Active
A02579,C02579,B002,Business,2022-03-16,456870.15,Active
A02580,C02580,B018,Salary,2021-12-08,309763.87,Active
A02581,C02581,B009,Current,2022-06-10,280468.05,Active
A02582,C02582,B005,Salary,2025-05-20,48744.29,Active
A02583,C02583,B006,Savings,2023-08-03,168935.42,Active
A02584,C02584,B023,Current,2023-06-11,457196.12,Inactive
A02585,C02585,B001,Business,2024-11-20,26739.32,Active
A02586,C02586,B006,Current,2022-03-29,134762.97,Inactive
A02587,C02587,B026,Salary,2024-08-17,424363.2,Inactive
A02588,C02588,B009,Business,2024-07-13,477536.58,Inactive
A02589,C02589,B023,Salary,2023-08-10,25620.73,Active
A02590,C02590,B009,Savings,2025-04-28,319109.34,Active
A02591,C02591,B014,Business,2023-01-26,481653.71,Active
A02592,C02592,B007,Savings,2022-08-10,51415.34,Inactive
A02593,C02593,B011,Salary,2023-02-08,218550.51,Active
A02594,C02594,B008,Business,2023-11-24,267767.35,Inactive
A02595,C02595,B024,Business,2023-05-03,177059.39,Active
A02596,C02596,B003,Current,2024-03-28,197729.65,Active
A02597,C02597,B014,Current,2026-05-31,443099.3,Active
A02598,C02598,B027,Savings,2025-02-26,442936.83,Active
A02599,C02599,B026,Current,2024-07-01,280226.22,Active
A02600,C02600,B030,Salary,2025-09-08,243587.23,Active
A02601,C02601,B022,Business,2026-02-28,451762.64,Active
A02602,C02602,B025,Savings,2023-08-11,111087.93,Active
A02603,C02603,B007,Salary,2023-07-14,65020.33,Active
A02604,C02604,B028,Salary,2025-01-28,366277.06,Active
A02605,C02605,B023,Salary,2026-04-09,157479.66,Active
A02606,C02606,B009,Business,2023-05-16,405395.15,Active
A02607,C02607,B012,Current,2026-06-13,157274.61,Active
A02608,C02608,B018,Current,2024-09-02,296319.36,Active
A02609,C02609,B024,Business,2024-07-22,239744.9,Active
A02610,C02610,B027,Salary,2022-05-30,365712.86,Active
A02611,C02611,B022,Business,2025-01-24,249245.07,Active
A02612,C02612,B028,Business,2025-04-10,408272.78,Inactive
A02613,C02613,B027,Salary,2022-01-20,193098.93,Active
A02614,C02614,B019,Current,2021-10-03,186942.18,Active
A02615,C02615,B028,Current,2025-09-21,265140.88,Active
A02616,C02616,B023,Savings,2025-10-15,381267.6,Active
A02617,C02617,B017,Current,2022-07-27,81359.89,Active
A02618,C02618,B007,Savings,2023-05-20,221210.85,Active
A02619,C02619,B014,Salary,2026-03-28,342346.64,Inactive
A02620,C02620,B016,Business,2023-09-13,321373.61,Active
A02621,C02621,B020,Business,2023-02-25,142878.23,Active
A02622,C02622,B016,Salary,2026-01-01,368362.68,Active
A02623,C02623,B027,Business,2025-01-21,170687.86,Active
A02624,C02624,B008,Salary,2026-08-28,319908.29,Active
A02625,C02625,B016,Salary,2025-09-09,449125.44,Active
A02626,C02626,B020,Current,2026-01-13,462264.06,Inactive
A02627,C02627,B009,Business,2025-06-24,482857.14,Active
A02628,C02628,B022,Savings,2021-12-11,354348.28,Active
A02629,C02629,B017,Business,2022-03-06,343532.59,Active
A02630,C02630,B014,Business,2023-12-20,164999.12,Active
A02631,C02631,B027,Savings,2022-09-29,396004.92,Inactive
A02632,C02632,B014,Salary,2025-01-04,170649.36,Active
A02633,C02633,B020,Business,2023-08-01,181018.39,Active
A02634,C02634,B003,Salary,2024-09-23,390431.62,Inactive
A02635,C02635,B010,Savings,2024-03-20,307631.78,Inactive
A02636,C02636,B017,Business,2024-05-10,122603.51,Active
A02637,C02637,B030,Savings,2022-06-12,285033.64,Active
A02638,C02638,B012,Current,2022-09-13,35207.65,Active
A02639,C02639,B013,Current,2026-09-04,419376.19,Active
A02640,C02640,B025,Salary,2026-08-07,289925.56,Active
A02641,C02641,B006,Salary,2024-09-25,76568.84,Active
A02642,C02642,B025,Current,2024-11-28,156128.28,Active
A02643,C02643,B016,Business,2023-01-13,208053.86,Active
A02644,C02644,B019,Salary,2025-01-27,220767.49,Active
A02645,C02645,B003,Savings,2025-11-30,140924.18,Active
A02646,C02646,B007,Salary,2024-03-20,279006.64,Active
A02647,C02647,B027,Salary,2026-09-13,435881.17,Inactive
A02648,C02648,B024,Current,2025-05-05,190490.34,Inactive
A02649,C02649,B013,Business,2026-06-26,56641.8,Active
A02650,C02650,B011,Salary,2022-03-24,139919.99,Active
A02651,C02651,B012,Current,2026-08-23,294956.42,Inactive
A02652,C02652,B002,Business,2026-05-24,244855.09,Active
A02653,C02653,B030,Business,2023-02-07,318331.07,Active
A02654,C02654,B016,Current,2026-01-24,28798.52,Active
A02655,C02655,B024,Current,2024-01-22,200568.43,Active
A02656,C02656,B020,Savings,2024-03-17,58007.34,Active
A02657,C02657,B023,Salary,2023-09-09,207340.17,Active
A02658,C02658,B026,Salary,2022-12-22,370242.19,Active
A02659,C02659,B003,Salary,2022-04-17,485075.74,Active
A02660,C02660,B018,Current,2023-06-11,431143.21,Inactive
A02661,C02661,B015,Salary,2021-12-28,438002.17,Active
A02662,C02662,B003,Current,2025-12-07,196207.29,Inactive
A02663,C02663,B009,Current,2026-09-05,471484.55,Active
A02664,C02664,B013,Business,2025-05-07,322467.13,Active
A02665,C02665,B010,Business,2025-09-11,6251.21,Active
A02666,C02666,B027,Business,2022-05-05,415917.32,Active
A02667,C02667,B022,Savings,2024-03-24,305539.19,Active
A02668,C02668,B015,Business,2024-10-29,190448.93,Active
A02669,C02669,B005,Salary,2022-09-09,152972.99,Active
A02670,C02670,B020,Current,2026-06-02,172831.34,Active
A02671,C02671,B014,Salary,2023-01-04,311856.69,Active
A02672,C02672,B017,Current,2022-05-10,261087.88,Active
A02673,C02673,B022,Business,2021-12-11,139696.09,Inactive
A02674,C02674,B014,Salary,2023-09-12,192721.5,Active
A02675,C02675,B019,Savings,2026-02-09,243297.35,Active
A02676,C02676,B011,Salary,2023-07-06,364015.68,Active
A02677,C02677,B021,Current,2026-01-27,321130.29,Active
A02678,C02678,B008,Business,2022-03-25,270836.51,Inactive
A02679,C02679,B004,Salary,2025-10-10,430612.59,Active
A02680,C02680,B005,Savings,2024-04-01,415883.87,Active
A02681,C02681,B025,Savings,2022-11-04,246004.06,Active
A02682,C02682,B010,Savings,2023-08-23,176158.24,Active
A02683,C02683,B019,Business,2026-02-10,235977.5,Active
A02684,C02684,B022,Savings,2024-04-28,59345.97,Active
A02685,C02685,B021,Salary,2024-03-11,233860.11,Active
A02686,C02686,B025,Salary,2025-06-01,309207.97,Active
A02687,C02687,B008,Savings,2023-05-24,410230.36,Active
A02688,C02688,B023,Business,2023-01-05,71078.48,Active
A02689,C02689,B012,Business,2024-10-13,481152.51,Active
A02690,C02690,B013,Salary,2026-03-24,56411.88,Active
A02691,C02691,B009,Business,2022-02-09,157965.2,Inactive
A02692,C02692,B018,Salary,2025-03-29,438390.43,Active
A02693,C02693,B015,Current,2024-10-31,311689.38,Active
A02694,C02694,B005,Current,2025-10-31,431048.19,Active
A02695,C02695,B012,Salary,2023-01-18,278580.41,Active
A02696,C02696,B016,Salary,2024-11-04,417267.86,Active
A02697,C02697,B030,Savings,2023-10-16,328542.45,Inactive
A02698,C02698,B002,Current,2025-12-26,394770.34,Active
A02699,C02699,B021,Savings,2023-12-20,389463.85,Inactive
A02700,C02700,B006,Current,2024-10-19,110635.45,Active
A02701,C02701,B015,Savings,2022-01-17,153788.59,Inactive
A02702,C02702,B004,Salary,2026-03-02,203221.35,Inactive
A02703,C02703,B021,Savings,2022-11-09,130970.29,Inactive
A02704,C02704,B022,Business,2026-04-11,361580.31,Active
A02705,C02705,B010,Savings,2024-12-02,280205.65,Active
A02706,C02706,B019,Salary,2025-01-02,497373.53,Active
A02707,C02707,B016,Salary,2021-09-28,189567.34,Inactive
A02708,C02708,B002,Savings,2022-07-24,233432.35,Active
A02709,C02709,B020,Business,2023-05-26,54882.61,Active
A02710,C02710,B015,Salary,2023-02-23,309808.47,Active
A02711,C02711,B022,Savings,2021-10-17,380199.35,Inactive
A02712,C02712,B024,Savings,2021-12-05,470358.02,Inactive
A02713,C02713,B019,Salary,2024-06-17,289438.9,Inactive
A02714,C02714,B018,Business,2022-11-06,351860.91,Active
A02715,C02715,B017,Salary,2025-10-27,160338.95,Active
A02716,C02716,B013,Current,2025-04-05,59371.77,Active
A02717,C02717,B019,Current,2024-02-05,333968.32,Inactive
A02718,C02718,B015,Business,2022-06-15,340043.68,Active
A02719,C02719,B007,Business,2023-10-26,245969.49,Active
A02720,C02720,B012,Salary,2022-12-22,353099.33,Inactive
A02721,C02721,B002,Business,2022-01-16,33607.5,Active
A02722,C02722,B005,Current,2026-07-13,138694.86,Active
A02723,C02723,B007,Current,2024-12-02,401418.5,Active
A02724,C02724,B025,Current,2023-02-06,307985.42,Active
A02725,C02725,B009,Current,2021-10-01,28328.53,Inactive
A02726,C02726,B030,Salary,2024-06-05,86659.4,Active
